id,campaign_id,spend_date,impressions,clicks,conversions,spend_amount,platform
483,5,2025-04-25,15169,502,11,61.83,Mailchimp
484,5,2025-04-26,16461,162,22,69.60,Mailchimp
485,5,2025-04-27,8664,354,7,79.41,Mailchimp
486,5,2025-04-28,18971,478,21,66.22,Mailchimp
487,5,2025-04-29,19556,206,33,62.64,Mailchimp
488,5,2025-04-30,16504,368,31,70.30,Mailchimp
489,5,2025-05-01,10241,319,9,62.49,Mailchimp
490,5,2025-05-02,17558,397,11,78.20,Mailchimp
491,5,2025-05-03,5367,381,24,57.87,Mailchimp
492,5,2025-05-04,16561,325,18,71.17,Mailchimp
493,5,2025-05-05,13684,576,19,57.97,Mailchimp
494,5,2025-05-06,15268,316,19,56.90,Mailchimp
495,5,2025-05-07,19749,320,33,78.59,Mailchimp
496,5,2025-05-08,10784,193,21,64.59,Mailchimp
497,5,2025-05-09,15197,320,18,68.78,Mailchimp
498,5,2025-05-10,17355,512,11,62.25,Mailchimp
499,5,2025-05-11,18898,576,9,62.32,Mailchimp
500,5,2025-05-12,11838,412,17,79.71,Mailchimp
501,5,2025-05-13,14917,548,31,56.54,Mailchimp
502,5,2025-05-14,16466,104,13,62.68,Mailchimp
503,5,2025-05-15,13880,426,15,61.20,Mailchimp
504,5,2025-05-16,15103,310,33,73.87,Mailchimp
505,5,2025-05-17,6656,573,27,59.28,Mailchimp
506,5,2025-05-18,13811,222,22,64.57,Mailchimp
507,5,2025-05-19,15245,187,28,63.99,Mailchimp
508,5,2025-05-20,8581,369,32,76.09,Mailchimp
509,5,2025-05-21,7861,122,35,68.46,Mailchimp
510,5,2025-05-22,11733,411,16,75.99,Mailchimp
511,5,2025-05-23,5586,402,14,62.26,Mailchimp
512,5,2025-05-24,17362,504,24,54.18,Mailchimp
513,5,2025-05-25,16259,427,20,77.68,Mailchimp
514,5,2025-05-26,16271,578,30,74.29,Mailchimp
515,5,2025-05-27,11378,350,25,75.15,Mailchimp
516,5,2025-05-28,11372,167,35,70.19,Mailchimp
517,5,2025-05-29,15977,309,34,78.64,Mailchimp
518,5,2025-05-30,7287,302,35,60.96,Mailchimp
519,5,2025-05-31,13899,107,10,58.12,Mailchimp
520,5,2025-06-01,18261,218,13,59.79,Mailchimp
521,5,2025-06-02,10940,480,9,69.19,Mailchimp
522,5,2025-06-03,7018,212,13,76.58,Mailchimp
523,5,2025-06-04,9141,454,18,54.88,Mailchimp
524,5,2025-06-05,15650,157,10,57.72,Mailchimp
525,5,2025-06-06,15168,122,26,56.68,Mailchimp
526,5,2025-06-07,10276,355,23,57.21,Mailchimp
527,5,2025-06-08,8764,371,25,60.00,Mailchimp
528,5,2025-06-09,15316,536,31,56.65,Mailchimp
529,5,2025-06-10,7740,374,33,69.90,Mailchimp
530,5,2025-06-11,10900,340,26,64.36,Mailchimp
531,5,2025-06-12,12756,291,29,59.31,Mailchimp
532,5,2025-06-13,12174,191,30,55.29,Mailchimp
533,5,2025-06-14,11676,144,21,75.95,Mailchimp
534,5,2025-06-15,5179,245,21,70.06,Mailchimp
535,5,2025-06-16,7076,560,28,70.36,Mailchimp
536,5,2025-06-17,9534,344,29,57.83,Mailchimp
537,5,2025-06-18,17387,229,31,72.22,Mailchimp
538,5,2025-06-19,14305,523,13,54.21,Mailchimp
539,5,2025-06-20,9074,297,12,65.23,Mailchimp
540,5,2025-06-21,15547,141,34,54.90,Mailchimp
541,5,2025-06-22,5085,445,25,77.09,Mailchimp
542,5,2025-06-23,17992,303,5,69.93,Mailchimp
543,5,2025-06-24,7246,109,17,66.98,Mailchimp
544,5,2025-06-25,10731,426,31,54.35,Mailchimp
545,5,2025-06-26,14320,382,32,58.99,Mailchimp
546,5,2025-06-27,6481,302,15,67.87,Mailchimp
547,5,2025-06-28,10078,558,17,77.35,Mailchimp
548,5,2025-06-29,13181,320,33,72.33,Mailchimp
549,5,2025-06-30,7376,336,6,71.46,Mailchimp
550,5,2025-07-01,19678,568,25,62.41,Mailchimp
551,5,2025-07-02,11273,200,14,67.25,Mailchimp
552,5,2025-07-03,19070,368,24,75.96,Mailchimp
553,5,2025-07-04,12723,597,14,75.81,Mailchimp
554,5,2025-07-05,16053,421,9,64.22,Mailchimp
555,5,2025-07-06,17659,547,20,76.72,Mailchimp
556,5,2025-07-07,15418,465,28,74.69,Mailchimp
557,5,2025-07-08,5041,117,16,62.17,Mailchimp
558,5,2025-07-09,16622,581,15,76.17,Mailchimp
559,5,2025-07-10,11104,187,15,63.85,Mailchimp
560,5,2025-07-11,15302,546,26,58.56,Mailchimp
561,5,2025-07-12,12999,369,26,70.22,Mailchimp
562,5,2025-07-13,7184,398,29,55.76,Mailchimp
563,5,2025-07-14,6170,164,32,54.23,Mailchimp
564,5,2025-07-15,8619,165,26,63.87,Mailchimp
565,5,2025-07-16,15908,259,16,60.41,Mailchimp
566,5,2025-07-17,19278,142,8,64.93,Mailchimp
567,5,2025-07-18,5881,369,23,56.03,Mailchimp
568,5,2025-07-19,8775,580,10,64.91,Mailchimp
569,5,2025-07-20,11428,229,33,71.77,Mailchimp
570,5,2025-07-21,7159,443,19,57.43,Mailchimp
571,5,2025-07-22,9126,422,21,74.75,Mailchimp
572,5,2025-07-23,17850,561,18,60.18,Mailchimp
573,5,2025-07-24,11573,221,32,55.48,Mailchimp
574,5,2025-07-25,19000,316,23,74.67,Mailchimp
575,5,2025-07-26,7998,283,30,56.47,Mailchimp
576,5,2025-07-27,8227,259,16,57.38,Mailchimp
577,5,2025-07-28,6196,237,19,72.18,Mailchimp
578,5,2025-07-29,14035,465,26,74.27,Mailchimp
579,5,2025-07-30,17242,496,29,77.22,Mailchimp
580,5,2025-07-31,10838,187,17,66.94,Mailchimp
581,5,2025-08-01,10820,374,33,57.49,Mailchimp
582,5,2025-08-02,5795,346,22,74.75,Mailchimp
583,5,2025-08-03,5045,511,34,77.62,Mailchimp
584,5,2025-08-04,14763,494,27,57.40,Mailchimp
585,5,2025-08-05,9852,124,24,60.33,Mailchimp
586,5,2025-08-06,16267,201,23,54.79,Mailchimp
587,5,2025-08-07,11645,114,20,79.24,Mailchimp
588,5,2025-08-08,16226,576,28,56.73,Mailchimp
589,5,2025-08-09,15971,456,24,79.71,Mailchimp
590,5,2025-08-10,16147,534,11,53.56,Mailchimp
591,5,2025-08-11,15585,270,8,66.85,Mailchimp
592,5,2025-08-12,19814,387,23,60.89,Mailchimp
593,5,2025-08-13,12579,443,16,79.33,Mailchimp
594,5,2025-08-14,14569,511,13,53.40,Mailchimp
595,5,2025-08-15,17634,467,11,64.96,Mailchimp
596,5,2025-08-16,5412,192,13,74.76,Mailchimp
597,5,2025-08-17,9654,437,26,60.32,Mailchimp
598,5,2025-08-18,5737,145,15,66.57,Mailchimp
599,5,2025-08-19,14831,401,6,75.43,Mailchimp
600,5,2025-08-20,13486,236,32,54.16,Mailchimp
601,5,2025-08-21,18535,417,26,54.38,Mailchimp
602,5,2025-08-22,17992,526,20,76.01,Mailchimp
603,5,2025-08-23,16006,315,33,62.37,Mailchimp
604,5,2025-08-24,13369,183,7,59.76,Mailchimp
605,5,2025-08-25,9899,584,6,78.40,Mailchimp
606,5,2025-08-26,12363,542,25,64.04,Mailchimp
607,5,2025-08-27,13578,544,22,61.30,Mailchimp
608,5,2025-08-28,8752,264,21,63.52,Mailchimp
609,5,2025-08-29,15356,205,6,78.52,Mailchimp
610,5,2025-08-30,12946,514,18,77.30,Mailchimp
611,5,2025-08-31,6310,368,7,55.35,Mailchimp
612,5,2025-09-01,14677,194,28,63.45,Mailchimp
613,5,2025-09-02,18710,240,24,71.01,Mailchimp
614,5,2025-09-03,11801,493,20,67.14,Mailchimp
615,5,2025-09-04,8594,453,29,71.90,Mailchimp
616,5,2025-09-05,15503,251,15,55.61,Mailchimp
617,5,2025-09-06,14458,102,12,64.21,Mailchimp
618,5,2025-09-07,18567,565,23,76.59,Mailchimp
619,5,2025-09-08,19723,428,6,69.88,Mailchimp
620,5,2025-09-09,7182,576,17,64.30,Mailchimp
621,5,2025-09-10,19310,306,30,78.55,Mailchimp
622,5,2025-09-11,17024,475,35,66.68,Mailchimp
623,5,2025-09-12,10349,532,24,74.14,Mailchimp
624,5,2025-09-13,7647,512,22,71.28,Mailchimp
625,5,2025-09-14,17954,487,24,58.54,Mailchimp
626,5,2025-09-15,5734,456,11,78.94,Mailchimp
627,5,2025-09-16,19027,486,26,70.60,Mailchimp
628,5,2025-09-17,19960,574,29,59.36,Mailchimp
629,5,2025-09-18,11675,186,22,79.18,Mailchimp
630,5,2025-09-19,11001,494,29,55.99,Mailchimp
631,5,2025-09-20,19786,106,15,54.51,Mailchimp
632,5,2025-09-21,11732,292,13,68.67,Mailchimp
633,5,2025-09-22,16532,435,8,77.26,Mailchimp
634,5,2025-09-23,14180,374,7,58.60,Mailchimp
635,5,2025-09-24,8960,211,8,62.88,Mailchimp
636,5,2025-09-25,7795,270,7,56.85,Mailchimp
637,5,2025-09-26,11447,154,7,62.38,Mailchimp
638,5,2025-09-27,15990,265,17,73.98,Mailchimp
639,5,2025-09-28,11604,143,35,56.04,Mailchimp
640,5,2025-09-29,7804,404,32,71.81,Mailchimp
641,5,2025-09-30,18681,516,27,78.37,Mailchimp
642,5,2025-10-01,17315,459,26,69.13,Mailchimp
643,5,2025-10-02,19014,579,26,69.30,Mailchimp
644,5,2025-10-03,19430,521,12,67.91,Mailchimp
645,5,2025-10-04,16718,144,31,72.34,Mailchimp
646,5,2025-10-05,19575,455,14,74.57,Mailchimp
647,5,2025-10-06,5923,101,29,79.94,Mailchimp
648,5,2025-10-07,19936,553,8,64.09,Mailchimp
649,5,2025-10-08,17913,433,21,73.32,Mailchimp
650,5,2025-10-09,19803,343,21,54.92,Mailchimp
651,5,2025-10-10,14580,598,20,72.57,Mailchimp
652,5,2025-10-11,15684,552,7,56.28,Mailchimp
653,5,2025-10-12,19435,149,15,57.38,Mailchimp
654,5,2025-10-13,19382,587,35,74.95,Mailchimp
655,5,2025-10-14,18427,157,28,65.98,Mailchimp
656,5,2025-10-15,12348,134,34,58.58,Mailchimp
657,5,2025-10-16,9855,245,21,74.46,Mailchimp
658,5,2025-10-17,9001,207,16,61.06,Mailchimp
659,5,2025-10-18,14824,101,25,69.50,Mailchimp
660,5,2025-10-19,11831,333,17,71.02,Mailchimp
661,5,2025-10-20,10650,437,33,66.92,Mailchimp
662,5,2025-10-21,6291,218,33,64.46,Mailchimp
663,5,2025-10-22,9111,320,34,79.49,Mailchimp
664,5,2025-10-23,17465,287,32,61.78,Mailchimp
665,5,2025-10-24,9742,428,13,76.82,Mailchimp
666,5,2025-10-25,16561,306,23,77.25,Mailchimp
667,5,2025-10-26,13845,292,13,60.72,Mailchimp
668,5,2025-10-27,8457,589,25,62.56,Mailchimp
669,5,2025-10-28,16036,193,22,55.68,Mailchimp
670,5,2025-10-29,10353,165,33,70.80,Mailchimp
671,5,2025-10-30,9269,553,35,68.77,Mailchimp
672,5,2025-10-31,6894,517,30,67.51,Mailchimp
673,5,2025-11-01,18885,200,19,70.09,Mailchimp
674,5,2025-11-02,12658,153,8,66.59,Mailchimp
675,5,2025-11-03,6247,564,13,72.70,Mailchimp
676,5,2025-11-04,11405,408,14,59.96,Mailchimp
677,5,2025-11-05,13092,270,27,77.44,Mailchimp
678,5,2025-11-06,12927,417,29,55.37,Mailchimp
679,5,2025-11-07,9715,311,7,70.37,Mailchimp
680,5,2025-11-08,14138,461,9,62.66,Mailchimp
681,5,2025-11-09,13067,482,23,56.90,Mailchimp
682,5,2025-11-10,19181,350,17,75.74,Mailchimp
683,5,2025-11-11,18143,272,30,62.63,Mailchimp
684,5,2025-11-12,6525,269,31,70.46,Mailchimp
685,5,2025-11-13,15093,116,27,78.49,Mailchimp
686,5,2025-11-14,6143,509,14,62.75,Mailchimp
687,5,2025-11-15,11502,253,21,58.85,Mailchimp
688,5,2025-11-16,19830,349,11,57.45,Mailchimp
689,5,2025-11-17,18089,521,27,73.89,Mailchimp
690,5,2025-11-18,19547,550,35,59.30,Mailchimp
691,5,2025-11-19,18863,298,6,73.17,Mailchimp
692,5,2025-11-20,19508,266,18,66.20,Mailchimp
693,5,2025-11-21,17046,348,24,67.20,Mailchimp
694,5,2025-11-22,5961,346,25,66.64,Mailchimp
695,5,2025-11-23,5662,321,5,64.16,Mailchimp
696,5,2025-11-24,10773,522,6,79.14,Mailchimp
697,5,2025-11-25,15931,338,34,61.94,Mailchimp
698,5,2025-11-26,16981,245,25,74.75,Mailchimp
699,5,2025-11-27,15869,266,25,56.48,Mailchimp
700,5,2025-11-28,5053,100,23,74.91,Mailchimp
701,5,2025-11-29,5787,144,18,55.83,Mailchimp
702,5,2025-11-30,5091,250,16,74.67,Mailchimp
703,5,2025-12-01,15880,354,14,70.60,Mailchimp
704,5,2025-12-02,9620,318,23,57.92,Mailchimp
705,5,2025-12-03,13413,415,6,71.35,Mailchimp
706,5,2025-12-04,10559,352,22,65.82,Mailchimp
707,5,2025-12-05,10084,565,20,63.18,Mailchimp
708,5,2025-12-06,9051,275,27,64.14,Mailchimp
709,5,2025-12-07,13484,476,9,77.31,Mailchimp
710,5,2025-12-08,6772,110,35,75.89,Mailchimp
711,5,2025-12-09,15053,103,27,70.90,Mailchimp
712,5,2025-12-10,18047,245,22,71.43,Mailchimp
713,5,2025-12-11,12759,446,15,79.06,Mailchimp
714,5,2025-12-12,6322,566,24,59.49,Mailchimp
715,5,2025-12-13,15772,588,33,57.36,Mailchimp
716,5,2025-12-14,13801,378,11,56.20,Mailchimp
717,5,2025-12-15,11200,318,24,60.99,Mailchimp
718,5,2025-12-16,13807,417,10,69.57,Mailchimp
719,5,2025-12-17,14102,396,8,60.45,Mailchimp
720,5,2025-12-18,18336,105,27,54.26,Mailchimp
721,5,2025-12-19,8273,494,18,58.02,Mailchimp
722,5,2025-12-20,8048,552,21,61.71,Mailchimp
723,5,2025-12-21,15943,118,7,72.52,Mailchimp
724,5,2025-12-22,5568,502,14,73.98,Mailchimp
725,5,2025-12-23,10878,210,6,55.15,Mailchimp
726,5,2025-12-24,10139,561,23,62.22,Mailchimp
727,5,2025-12-25,10158,596,24,54.91,Mailchimp
728,5,2025-12-26,9699,235,10,57.35,Mailchimp
729,5,2025-12-27,7930,317,24,79.72,Mailchimp
730,5,2025-12-28,13828,475,10,61.06,Mailchimp
731,5,2025-12-29,14324,465,26,74.72,Mailchimp
732,5,2025-12-30,19675,249,18,74.08,Mailchimp
733,5,2025-12-31,6331,148,8,66.40,Mailchimp
734,5,2026-01-01,14941,569,18,78.88,Mailchimp
735,5,2026-01-02,14109,207,27,70.74,Mailchimp
736,5,2026-01-03,5740,310,32,55.70,Mailchimp
737,5,2026-01-04,8361,398,20,60.52,Mailchimp
738,5,2026-01-05,13268,366,28,69.34,Mailchimp
739,5,2026-01-06,7441,522,10,77.33,Mailchimp
740,5,2026-01-07,19741,264,9,74.21,Mailchimp
741,5,2026-01-08,15214,317,13,79.91,Mailchimp
742,5,2026-01-09,10659,197,10,76.95,Mailchimp
743,5,2026-01-10,13118,156,19,59.16,Mailchimp
744,5,2026-01-11,8376,481,21,68.79,Mailchimp
745,5,2026-01-12,15637,216,23,59.58,Mailchimp
746,5,2026-01-13,6537,225,21,65.91,Mailchimp
747,5,2026-01-14,19799,559,29,53.51,Mailchimp
748,5,2026-01-15,12149,155,22,75.81,Mailchimp
749,5,2026-01-16,5197,367,12,56.05,Mailchimp
750,5,2026-01-17,16323,251,29,54.03,Mailchimp
751,5,2026-01-18,6915,262,22,62.39,Mailchimp
752,5,2026-01-19,18229,385,30,58.17,Mailchimp
753,5,2026-01-20,8514,209,11,57.65,Mailchimp
754,5,2026-01-21,9246,298,6,57.38,Mailchimp
755,5,2026-01-22,10117,487,7,73.07,Mailchimp
756,5,2026-01-23,15685,337,25,78.90,Mailchimp
757,5,2026-01-24,18993,301,28,72.51,Mailchimp
758,5,2026-01-25,19316,341,17,71.74,Mailchimp
759,5,2026-01-26,18124,189,27,56.19,Mailchimp
760,5,2026-01-27,19423,116,30,63.25,Mailchimp
761,5,2026-01-28,15207,567,24,56.81,Mailchimp
762,5,2026-01-29,9296,306,11,60.79,Mailchimp
763,5,2026-01-30,19125,307,31,76.18,Mailchimp
764,5,2026-01-31,14049,488,31,66.43,Mailchimp
765,5,2026-02-01,5263,171,23,75.18,Mailchimp
766,5,2026-02-02,16987,287,11,61.19,Mailchimp
767,5,2026-02-03,15427,359,18,69.93,Mailchimp
768,5,2026-02-04,9673,208,20,76.09,Mailchimp
769,5,2026-02-05,10298,347,33,68.34,Mailchimp
770,5,2026-02-06,18501,351,34,66.35,Mailchimp
771,5,2026-02-07,15617,524,16,78.13,Mailchimp
772,5,2026-02-08,11602,229,7,60.54,Mailchimp
773,5,2026-02-09,13779,113,18,71.86,Mailchimp
774,5,2026-02-10,14106,324,13,77.62,Mailchimp
775,5,2026-02-11,16543,216,32,71.25,Mailchimp
776,5,2026-02-12,13681,385,31,79.30,Mailchimp
777,5,2026-02-13,16381,408,13,76.75,Mailchimp
778,5,2026-02-14,16335,345,11,69.52,Mailchimp
779,5,2026-02-15,16774,529,24,78.51,Mailchimp
780,5,2026-02-16,11709,381,15,53.39,Mailchimp
781,5,2026-02-17,14301,322,34,79.28,Mailchimp
782,5,2026-02-18,8160,139,16,55.03,Mailchimp
783,5,2026-02-19,19987,221,11,53.58,Mailchimp
784,5,2026-02-20,16474,390,14,57.66,Mailchimp
785,5,2026-02-21,9131,417,23,71.20,Mailchimp
786,5,2026-02-22,19342,411,7,75.66,Mailchimp
787,5,2026-02-23,18856,163,6,75.72,Mailchimp
788,5,2026-02-24,8391,502,28,64.31,Mailchimp
789,5,2026-02-25,18961,116,35,70.20,Mailchimp
790,5,2026-02-26,16450,587,16,73.98,Mailchimp
791,5,2026-02-27,8563,318,33,57.84,Mailchimp
792,5,2026-02-28,19072,583,25,55.25,Mailchimp
793,5,2026-03-01,6722,479,24,58.33,Mailchimp
794,5,2026-03-02,14023,456,19,73.60,Mailchimp
795,5,2026-03-03,11393,517,16,58.04,Mailchimp
796,5,2026-03-04,16784,118,18,65.81,Mailchimp
797,5,2026-03-05,11063,247,33,70.55,Mailchimp
798,5,2026-03-06,16298,345,20,70.33,Mailchimp
799,5,2026-03-07,15342,123,15,76.69,Mailchimp
800,5,2026-03-08,5510,392,20,71.56,Mailchimp
801,5,2026-03-09,6452,485,16,64.22,Mailchimp
802,5,2026-03-10,10819,527,24,76.54,Mailchimp
803,5,2026-03-11,9986,585,8,69.90,Mailchimp
804,5,2026-03-12,10965,133,16,72.03,Mailchimp
805,5,2026-03-13,15743,312,15,67.63,Mailchimp
806,5,2026-03-14,6776,306,16,64.43,Mailchimp
807,5,2026-03-15,9152,395,17,72.29,Mailchimp
808,5,2026-03-16,14418,140,24,71.33,Mailchimp
809,5,2026-03-17,19633,369,21,67.24,Mailchimp
810,5,2026-03-18,6950,277,16,74.43,Mailchimp
811,5,2026-03-19,13960,367,8,78.22,Mailchimp
812,5,2026-03-20,15593,180,5,56.23,Mailchimp
813,5,2026-03-21,12634,459,23,76.90,Mailchimp
814,5,2026-03-22,18447,273,11,62.21,Mailchimp
815,5,2026-03-23,19870,222,6,58.92,Mailchimp
816,5,2026-03-24,16903,591,21,76.95,Mailchimp
817,5,2026-03-25,9228,264,24,63.29,Mailchimp
818,5,2026-03-26,10108,199,12,74.05,Mailchimp
819,5,2026-03-27,18667,120,10,57.43,Mailchimp
820,5,2026-03-28,13699,416,28,62.38,Mailchimp
821,5,2026-03-29,11237,429,16,67.10,Mailchimp
822,5,2026-03-30,7323,499,25,74.63,Mailchimp
823,5,2026-03-31,10380,339,15,67.66,Mailchimp
824,5,2026-04-01,19337,343,6,62.89,Mailchimp
825,5,2026-04-02,11500,262,20,65.71,Mailchimp
826,5,2026-04-03,6494,250,32,65.08,Mailchimp
827,5,2026-04-04,15502,355,30,78.94,Mailchimp
828,5,2026-04-05,14095,175,29,76.04,Mailchimp
829,5,2026-04-06,17355,439,35,69.80,Mailchimp
830,5,2026-04-07,12795,481,18,70.07,Mailchimp
831,5,2026-04-08,14199,525,24,54.22,Mailchimp
832,5,2026-04-09,19386,560,30,71.22,Mailchimp
833,5,2026-04-10,8238,582,20,69.97,Mailchimp
834,5,2026-04-11,13795,191,10,78.36,Mailchimp
835,5,2026-04-12,16273,560,34,75.48,Mailchimp
836,5,2026-04-13,12991,155,31,76.11,Mailchimp
837,5,2026-04-14,10970,406,29,60.18,Mailchimp
838,5,2026-04-15,6875,159,34,76.97,Mailchimp
839,5,2026-04-16,6229,129,8,77.31,Mailchimp
840,5,2026-04-17,19575,427,12,69.22,Mailchimp
841,5,2026-04-18,16724,388,35,59.72,Mailchimp
842,5,2026-04-19,5652,527,12,64.42,Mailchimp
843,5,2026-04-20,5289,235,20,73.93,Mailchimp
844,5,2026-04-21,10343,220,11,67.12,Mailchimp
845,5,2026-04-22,10512,134,10,75.26,Mailchimp
846,5,2026-04-23,14196,162,31,58.99,Mailchimp
847,5,2026-04-24,19162,138,22,65.07,Mailchimp
848,5,2026-04-25,11423,181,28,54.06,Mailchimp
849,5,2026-04-26,16909,169,33,61.29,Mailchimp
850,5,2026-04-27,8734,136,25,77.05,Mailchimp
851,5,2026-04-28,6861,539,17,70.41,Mailchimp
852,5,2026-04-29,17693,115,13,63.31,Mailchimp
853,5,2026-04-30,11764,304,30,54.48,Mailchimp
854,5,2026-05-01,19689,350,27,66.84,Mailchimp
855,5,2026-05-02,19995,548,25,69.01,Mailchimp
856,5,2026-05-03,9855,243,18,60.31,Mailchimp
857,5,2026-05-04,11962,478,22,79.24,Mailchimp
858,5,2026-05-05,9967,559,35,70.40,Mailchimp
859,5,2026-05-06,15218,437,18,56.14,Mailchimp
860,5,2026-05-07,13842,489,29,58.07,Mailchimp
861,5,2026-05-08,12276,250,12,69.53,Mailchimp
862,5,2026-05-09,10760,568,7,54.73,Mailchimp
863,5,2026-05-10,9088,105,27,64.45,Mailchimp
864,5,2026-05-11,12746,261,14,72.72,Mailchimp
865,6,2024-04-01,11850,103,13,136.30,Instagram
866,6,2024-04-02,9964,298,7,194.86,Instagram
867,6,2024-04-03,9559,138,9,154.32,Facebook
868,6,2024-04-04,10022,544,30,135.98,Instagram
869,6,2024-04-05,17082,590,5,195.09,Facebook
870,6,2024-04-06,18095,267,13,170.41,Instagram
871,6,2024-04-07,19566,480,21,183.34,Facebook
872,6,2024-04-08,10773,468,27,158.28,Instagram
873,6,2024-04-09,9127,226,18,164.58,TikTok
874,6,2024-04-10,18306,378,6,169.05,TikTok
875,6,2024-04-11,16270,580,17,198.05,Instagram
876,6,2024-04-12,6624,585,6,173.81,Instagram
877,6,2024-04-13,6977,510,30,170.33,Instagram
878,6,2024-04-14,7438,251,10,193.94,Instagram
879,6,2024-04-15,10243,287,10,181.38,Instagram
880,6,2024-04-16,18858,246,6,172.29,Instagram
881,6,2024-04-17,12325,316,20,174.57,Facebook
882,6,2024-04-18,6267,492,11,164.02,Instagram
883,6,2024-04-19,8919,376,17,195.21,Instagram
884,6,2024-04-20,6977,515,19,190.27,Facebook
885,6,2024-04-21,10204,380,34,174.85,Instagram
886,6,2024-04-22,18152,369,20,166.42,Instagram
887,6,2024-04-23,19624,425,9,136.47,TikTok
888,6,2024-04-24,6318,293,26,159.19,Instagram
889,6,2024-04-25,19652,341,30,175.76,Instagram
890,6,2024-04-26,12387,421,29,137.81,Facebook
891,6,2024-04-27,10903,491,19,137.01,Instagram
892,6,2024-04-28,15607,431,22,166.75,Facebook
893,6,2024-04-29,18751,528,16,171.37,TikTok
894,6,2024-04-30,8298,420,17,198.92,Instagram
895,6,2024-05-01,14963,243,12,195.34,Instagram
896,6,2024-05-02,8803,312,7,177.00,Instagram
897,6,2024-05-03,9455,363,27,197.63,Instagram
898,6,2024-05-04,17025,109,33,149.25,Instagram
899,6,2024-05-05,11721,525,7,135.28,Instagram
900,6,2024-05-06,16664,379,35,178.21,Facebook
901,6,2024-05-07,16463,236,15,172.94,Facebook
902,6,2024-05-08,18079,422,16,147.37,TikTok
903,6,2024-05-09,11064,180,21,142.37,TikTok
904,6,2024-05-10,18094,340,7,167.43,Instagram
905,6,2024-05-11,14991,305,7,165.67,Instagram
906,6,2024-05-12,7863,171,33,173.04,Facebook
907,6,2024-05-13,19592,534,14,191.51,TikTok
908,6,2024-05-14,11395,451,6,182.95,Instagram
909,6,2024-05-15,10611,129,32,177.90,Instagram
910,6,2024-05-16,14027,155,15,138.73,Instagram
911,6,2024-05-17,12989,491,26,134.05,TikTok
912,6,2024-05-18,12449,391,23,193.06,Instagram
913,6,2024-05-19,15778,113,21,169.49,TikTok
914,6,2024-05-20,17592,436,29,154.56,Facebook
915,6,2024-05-21,7385,591,24,174.75,Instagram
916,6,2024-05-22,9985,179,16,141.39,Instagram
917,6,2024-05-23,6152,539,20,155.97,Instagram
918,6,2024-05-24,18653,354,23,178.02,Instagram
919,6,2024-05-25,17673,340,10,156.22,Instagram
920,6,2024-05-26,5107,415,16,198.35,Instagram
921,6,2024-05-27,7481,360,6,148.47,Instagram
922,6,2024-05-28,11766,116,24,162.69,Instagram
923,6,2024-05-29,16224,220,33,157.12,TikTok
924,6,2024-05-30,19396,532,25,194.95,Instagram
925,6,2024-05-31,8466,160,9,189.23,TikTok
926,6,2024-06-01,19396,171,24,177.70,Instagram
927,6,2024-06-02,12746,482,13,198.16,Instagram
928,6,2024-06-03,6024,496,21,141.40,Instagram
929,6,2024-06-04,13059,469,30,142.87,Instagram
930,6,2024-06-05,18583,482,9,198.09,Instagram
931,6,2024-06-06,5639,450,32,144.66,Instagram
932,6,2024-06-07,9501,418,16,164.22,Facebook
933,6,2024-06-08,15529,323,28,177.94,TikTok
934,6,2024-06-09,6769,408,12,135.07,Facebook
935,6,2024-06-10,16137,127,28,137.36,Instagram
936,6,2024-06-11,8565,391,18,177.91,Instagram
937,6,2024-06-12,12114,447,10,174.08,Instagram
938,6,2024-06-13,11758,316,34,168.72,Instagram
939,6,2024-06-14,14730,215,11,193.09,Instagram
940,6,2024-06-15,7054,179,23,160.19,TikTok
941,6,2024-06-16,14429,213,9,144.41,TikTok
942,6,2024-06-17,8320,378,12,135.65,TikTok
943,6,2024-06-18,13325,124,25,134.44,Instagram
944,6,2024-06-19,7742,482,24,166.55,Facebook
945,6,2024-06-20,13546,563,31,136.86,Instagram
946,6,2024-06-21,9738,361,26,156.40,TikTok
947,6,2024-06-22,12671,246,6,190.22,Facebook
948,6,2024-06-23,9220,181,13,159.95,Instagram
949,6,2024-06-24,19857,189,20,139.63,Instagram
950,6,2024-06-25,18127,429,29,167.14,Instagram
951,6,2024-06-26,11470,288,17,163.73,Instagram
952,6,2024-06-27,10229,357,19,143.97,TikTok
953,6,2024-06-28,9883,579,10,133.64,Instagram
954,6,2024-06-29,13298,517,10,140.79,TikTok
955,6,2024-06-30,12556,209,16,160.40,Instagram
956,6,2024-07-01,17327,574,19,151.89,TikTok
957,6,2024-07-02,10635,574,27,147.28,Instagram
958,6,2024-07-03,9957,584,24,174.95,Facebook
959,6,2024-07-04,6452,143,29,193.59,Instagram
960,6,2024-07-05,18811,311,27,168.22,Facebook
961,6,2024-07-06,15804,372,30,154.64,TikTok
962,6,2024-07-07,5353,435,22,144.12,Instagram
963,6,2024-07-08,19733,364,23,135.11,Facebook
964,6,2024-07-09,17445,317,32,136.59,TikTok
965,6,2024-07-10,6870,360,25,139.11,Instagram
966,6,2024-07-11,19963,102,23,133.84,Instagram
967,6,2024-07-12,5648,496,21,157.77,TikTok
968,6,2024-07-13,13203,154,10,172.57,Instagram
969,6,2024-07-14,19680,525,19,197.40,TikTok
970,6,2024-07-15,10393,440,22,189.37,TikTok
